Product Name,Product ID,Processor Type,Generation,RAM,Storage,Graphics,Display,Price
Acer Extensa 15 EX215-52-58SQ Intel Core i5 1035G1 8GB RAM 1TB HDD 15.6 Inch FHD Display Black Laptop, 33.01.002.877,Core i5,10th (Intel),8GB,256GB SSD,Shared,15.6,0 
Microsoft Surface Pro 7 Intel Core i5 1035G4 8GB RAM 256GB SSD 12.3 Inch PixelSense MultiTouch Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately), 33.03.191.176,Core i7,10th (Intel),8GB,256GB SSD,Shared,12.3,0 
Microsoft Surface Pro 7 Intel Core i5 1035G4 8GB RAM 256GB SSD 12.3 Inch PixelSense MultiTouch Display Black 2-in-1 Detachable Laptop (Type Cover is sold separately), 33.03.191.178,Core i5,10th (Intel),8GB,512GB SSD,Shared,12.3,0 
Microsoft Surface Pro 7 Intel Core i7 1065G7 16GB RAM 512GB SSD 12.3 Inch PixelSense MultiTouch Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately), 33.03.191.179,Core i5,10th (Intel),16GB,128GB SSD,Shared,12.3,0 
Microsoft Surface Laptop 3 Intel Core i5 1035G7 8GB RAM 128GB SSD 13.5 Inch Pixelsense Multi Touch Display Platinum Surface Laptop, 33.03.191.177,Ryzen 5,10th (Intel),8GB,512GB SSD,Shared,13.5,0 
Asus Zenbook Flip 13 UX363JA Intel Core i5 1035G1 8GB RAM 512GB SSD 13.3 Inch FHD Touch Display Pine Grey Laptop, 33.03.006.1215,Core i5,10th (Intel),8GB,512GB SSD,Shared,13.3,0 
Acer Swift 3 SF314-42 AMD Ryzen 5 4500U 8GB RAM 512GB SSD 14 Inch FHD Display Silver Laptop, 33.01.002.879,Core i5,Not Applicable,8GB,1TB HDD+256GB SSD,Shared,14,0 
Acer Predator PH315-53 Intel Core i5 10300H 8GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Abyssal Black Gaming Laptop, 33.02.002.881,Core i5,10th (Intel),8GB,1TB HDD,4GB,15.6,0 
Lenovo IdeaPad Slim 3i 15IIL Intel Core i5 1035G1 8GB RAM 1TB HDD 15.6 Inch FHD Display Platinum Grey Laptop, 33.01.200.813,Core i5,10th (Intel),8GB,1TB HDD,Shared,15.6,0 
Lenovo IdeaPad Slim 3i 14IIL Intel Core i5 1035G1 8GB RAM 1TB HDD 14 Inch FHD Antiglare Display Platinum Grey Laptop, 33.01.200.818,Core i7,10th (Intel),8GB,512GB SSD,Shared,14,0 
Asus ZenBook 14 UX425JA Intel Core i5 1035G1 8GB RAM 512GB SSD 14 Inch FHD Display Pine Gray Laptop, 33.03.006.1220,Core i7,10th (Intel),8GB,512GB SSD,Shared,14,0 
Asus ZenBook 14 UX425JA Intel Core i7 1065G7 8GB RAM 512GB SSD 14 Inch FHD Display Pine Gray Laptop, 33.03.006.1221,Core i5,10th (Intel),8GB,512GB SSD,Shared,14,0 
Gigabyte AORUS 5 KB Intel Core i7 10750H 16GB RAM 512GB SSD 15.6 Inch FHD Display Matte Black Gaming Laptop, 33.02.018.64,Core i3,10th (Intel),16GB,512GB SSD,6GB,15.6,0 
Gigabyte AORUS 5 MB Intel Core i5 10200H 8GB RAM 512GB SSD 15.6 Inch FHD Display Matte Black Gaming Laptop, 33.02.018.66,Core i7,10th (Intel),8GB,256GB SSD,4GB,15.6,0 
MSI Modern 14 B10MW Intel Core i3 10110U 4GB RAM 256GB SSD 14 Inch FHD Display Carbon Gray Laptop, 33.01.033.1103,Core i5,10th (Intel),4GB,512GB SSD,Shared,14,0 
MSI Modern 14 B11SB Intel Core i7 1165G7 16GB RAM 512GB SSD 14 Inch FHD Display Blue Stone Laptop, 33.03.033.1107,AMD Athlon,11th (Intel),16GB,512GB SSD,2GB,14,0 
Asus ZenBook 14 UX425JA Intel Core i5 1035G1 8GB RAM 512GB SSD 14 Inch FHD Display Lilac Mist Laptop, 33.03.006.1228,Ryzen 5,10th (Intel),8GB,1TB HDD,Shared,14,0 
Acer Aspire 3 A315-23 AMD Athlon Silver 3050U 4GB RAM 1TB HDD 15.6 Inch HD Display Silver Laptop, 33.01.002.888,Core i5,Not Applicable,4GB,1TB HDD+256GB SSD,Shared,15.6,0 
Acer Nitro 5 AN515-44-R0XX AMD Ryzen R5 4600H 8GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Obsidian Black Gaming Laptop, 33.02.002.890,Ryzen 7,Not Applicable,8GB,1TB HDD,4GB,15.6,0 
Acer Aspire 3 A315-56 Intel Core i5 1035G1 8GB RAM 1TB HDD 15.6 Inch FHD Display Shale Black Laptop, 33.01.002.871,Core i5,10th (Intel),8GB,1TB HDD+256GB SSD,Shared,15.6,0 
Acer Nitro 5 AN515-44-R00E AMD Ryzen R7 4800H 16GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Obsidian Black Gaming Laptop, 33.02.002.886,Core i5,Not Applicable,16GB,256GB SSD,4GB,15.6,0 
Microsoft Surface Book 3 Intel Core i5 1035G7 8GB RAM 256GB SSD 13.5 Inch PixelSense MultiTouch Display Platinum 2 in 1 Laptop #SKR-00001, 33.03.191.185,Core i7,10th (Intel),8GB,512GB SSD,Shared,13.5,0 
HP Envy 13-ba0057TU Intel Core i5 1035G1 8GB RAM 512GB SSD 13.3 Inch FHD Touch Display Silver Laptop, 33.03.020.1259,Core i5,10th (Intel),8GB,1TB,Shared,13.3,0 
Asus ZenBook Duo UX481FL Intel Core i7 10510U 16GB RAM 1TB SSD 14 Inch FHD Display Celestial Blue Laptop, 33.03.006.1233,Core i5,10th (Intel),16GB,512GB SSD,2GB,14,0 
Asus ZenBook 14 UX425EA Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Display Pine Grey Laptop #KC302T/BM013T, 33.03.006.1236,Core i5,11th (Intel),8GB,256GB SSD,Shared,14,0 
Microsoft Surface Book 3 Intel Core i5 1035G7 8GB RAM 256GB SSD 13.5 Inch PixelSense MultiTouch Display Platinum 2 in 1 Laptop, 33.03.191.186,Ryzen 3,10th (Intel),8GB,128GB SSD,Shared,13.5,0 
Microsoft Surface Laptop Go Intel Core i5 1035G1 8GB RAM 128GB SSD 12.4 Inch Pixelsense Multi Touch Display Ice Blue Surface Laptop, 33.03.191.187,Core i3,10th (Intel),8GB,1TB HDD,Shared,12.4,0 
Dell Vostro 14 3405 AMD Ryzen 3 3250U 4GB RAM 1TB HDD 14 Inch HD Display Black Laptop, 33.01.013.1361,Core i7,Not Applicable,4GB,1TB HDD,Shared,14,0 
Dell Inspiron 15 3501 Intel Core i3 1005G1 4GB RAM 1TB HDD 15.6 Inch FHD Display Silver (Soft Mint) Laptop, 33.01.013.1364,Apple M1,10th (Intel),4GB,512GB SSD,Shared,15.6,0 
HP Pavilion 15-eg0113TX Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop, 33.01.020.1262,Apple M1,11th (Intel),8GB,512GB SSD,2GB,15.6,0 
Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 512GB SSD 13.3 Inch Retina Display Touch ID Space Gray MacBook, 33.03.005.200,Apple M1,Not Applicable,8GB,512GB SSD,Shared,13.3,0 
Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 512GB SSD 13.3 Inch Retina Display Touch ID Silver MacBook, 33.03.005.201,Apple M1,Not Applicable,8GB,512GB SSD,Shared,13.3,0 
Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 512GB SSD 13.3 Inch Retina Display Gold MacBook, 33.03.005.202,Apple M1,Not Applicable,8GB,256GB SSD,Shared,13.3,0 
Apple MacBook Pro Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Space Gray Touch Bar and Touch ID Laptop, 33.03.005.203,Apple M1,Not Applicable,8GB,256GB SSD,Shared,13.3,0 
Apple MacBook Pro Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Silver Laptop, 33.03.005.204,Apple M1,Not Applicable,8GB,512GB SSD,Shared,13.3,0 
Apple MacBook Pro Late 2020 Apple M1 Chip 8GB RAM 512GB SSD 13.3 Inch Retina Display Touch Bar and Touch ID Space Gray Laptop, 33.03.005.205,Core i5,Not Applicable,8GB,512GB SSD,Shared,13.3,0 
Apple MacBook Pro Late 2020 Apple M1 Chip 8GB Ram 512GB SSD 13.3 Inch Retina Display Silver Laptop, 33.03.005.206,Core i7,Not Applicable,8GB,256GB SSD,Shared,13.3,0 
Microsoft Surface Laptop 3 Intel Core i5 1035G7 8GB RAM 256GB SSD 13.5 Inch Pixelsense Multi Touch Display Sandstone Surface Laptop, 33.03.191.192,Core i5,10th (Intel),8GB,1TB SSD,Shared,13.5,0 
Microsoft Surface Book 3 Intel Core i7 1065G7 2GB RAM 1TB SSD 15 Inch PixelSense MultiTouch Display Platinum 2 in 1 Laptop, 33.03.191.193,Core i5,10th (Intel),32GB,512GB SSD,6GB,15,0 
MSI Summit B14 A11M Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Display Black Laptop, 33.01.033.1130,Core i7,11th (Intel),8GB,512GB SSD,Shared,14,0 
MSI Modern 14 B11SB Intel Core i5 1135G7 8GB RAM 512GB SSD14 Inch FHD Display Carbon Gray Laptop, 33.01.033.1121,Core i5,11th (Intel),8GB,512GB SSD,2GB,14,0 
MSI Modern 14 B11SB Intel Core i7 1165G7 16GB RAM 512GB SSD 14 Inch FHD Display Carbon Gray Laptop, 33.01.033.1123,Core i7,11th (Intel),16GB,512GB SSD,2GB,14,0 
MSI Prestige 14 EVO A11M Intel Core i5 1135G7 16GB RAM 512GB SSD 14 Inch FHD Display Carbon Grey Laptop, 33.01.033.1126,Core i7,11th (Intel),16GB,1TB SSD,Shared,14,0 
MSI Prestige 14 A11SCX Intel Core i7 1185G7 16GB RAM 1TB SSD 14 Inch 4K UHD Display Carbon Grey Laptop, 33.01.033.1129,Core i5,11th (Intel),16GB,1TB SSD,4GB,14,0 
Asus Zenbook Flip S UX371EA Intel Core i7 1165G7 16GB RAM 1TB SSD 13.3 Inch 4K UHD OLED Touch Display Jade Black Laptop, 33.03.006.1241,Core i5,11th (Intel),16GB,512GB SSD,Shared,13.3,0 
Acer Aspire 5 A514-54G-50UR Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Display Pure Silver Laptop, 33.01.002.891,Core i5,11th (Intel),8GB,1TB HDD+256GB SSD,2GB,14,0 
Acer Nitro 5 AN515-55-53NH Intel Core i5 10300H 8GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Obsidian Black Gaming Laptop, 33.02.002.892,Core i5,10th (Intel),8GB,512GB SSD,6GB,15.6,0 
Acer Aspire 5 A514-54-5526 Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Display Charcoal Black Laptop, 33.01.002.893,Core i7,11th (Intel),8GB,512GB SSD,Shared,14,0 
Acer Swift 5 SF514-55TA-5508 Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Touch Display Mist Green Laptop, 33.01.002.894,Core i7,11th (Intel),8GB,1TB SSD,Shared,14,0 
Huawei MateBook X Pro 2020 Intel Core i7 10510U 16GB RAM 1TB SSD 13 Inch 3K FHD Touch Display Space Gray Laptop, 33.03.487.03,Core i5,10th (Intel),16GB,1TB SSD,2GB,13,0 
Acer Swift 5 SF514-55TA-77D3 Intel Core i7 1165G7 16GB RAM 1TB SSD 14 Inch FHD Touch Display Mist Green Laptop, 33.01.002.895,Core i5,11th (Intel),16GB,512GB SSD,Shared,14,0 
Acer Swift 3 SF313-53-579S Intel Core i5 1135G7 8GB RAM 512GB SSD 13.5 Inch QHD Display Sparkly Silver Laptop, 33.01.002.896,Core i7,11th (Intel),8GB,512GB SSD,Shared,13.5,0 
Acer Swift 3X SF314-510G-568Z Intel Core i5 1135G7 16GB RAM 512GB SSD 14 Inch FHD Display Safari Gold Laptop, 33.01.002.897,Core i5,11th (Intel),16GB,512GB SSD,Shared,14,0 
Acer Swift 3X SF314-510G-74RJ Intel Core i7 1165G7 16GB RAM 512GB SSD 14 Inch FHD Display Safari Gold Laptop, 33.01.002.898,Core i5,11th (Intel),16GB,512GB SSD,Shared,14,0 
Acer Aspire 5 A514-54-51YV Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD IPS Display Safari Gold Laptop, 33.01.002.899,Ryzen 5,11th (Intel),8GB,512GB SSD,Shared,14,0 
Dell Latitude 14-5410 Intel Core i5 10210U 8GB RAM 512GB SSD 14 Inch FHD Display Titan Grey Laptop, 33.01.013.1379,Core i5,10th (Intel),8GB,512GB SSD,Shared,14,0 
HP Envy X360 Convertible 13-ay0136AU AMD Ryzen 5 4500U 8GB RAM 512GB SSD 13.3 Inch FHD Touch Display Black Laptop, 33.03.020.1268,Core i5,Not Applicable,8GB,1TB HDD,Shared,13.3,0 
Lenovo IdeaPad Slim 3i 15IIL Intel Core i5 1035G1 8GB RAM 1TB HDD 15.6 Inch FHD Display Platinum Grey Laptop #81WE00UGIN-2Y, 33.01.200.855,Core i5,10th (Intel),8GB,256GB SSD,2GB,15.6,0 
Microsoft Surface Laptop 3 Intel Core i5 1035G7 8GB RAM 256GB SSD 13.5 Inch Pixelsense Multi Touch Display Black Surface Laptop, 33.03.191.195,Core i5,10th (Intel),8GB,512GB SSD,Shared,13.5,0 
Dell XPS 13 9310 Intel Core i5 1135G7 8GB RAM 512GB SSD 13.4 Inch FHD+ Display Silver Laptop, 33.03.013.1388,Core i7,11th (Intel),8GB,512GB SSD,Shared,13.3,0 
HP Pavilion 15-eg0112TX Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop, 33.01.020.1270,Core i7,11th (Intel),8GB,512GB SSD,2GB,15.6,0 
MSI Stealth 15M A11SDK Intel Core i7 1185G7 16GB RAM 512GB SSD 15.6 Inch FHD Display Carbon Gray Laptop, 33.01.033.1137,Core i5,11th (Intel),16GB,512GB SSD,6GB,15.6,0 
HP Envy 13-ba1023tx Intel Core i7 1165G7 16GB RAM 512GB SSD 13.3 Inch FHD Display Silver Laptop, 33.03.020.1281,Ryzen 9,11th (Intel),16GB,512GB SSD,2GB,13.3,0 
HP Pavilion X360 Convertible 14-dw1029TU Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Touch Display Silver Laptop, 33.03.020.1284,Core i7,11th (Intel),8GB,1TB SSD,Shared,14,0 
Asus ROG Zephyrus G14 GA401IV AMD Ryzen 9 4900HS 32GB RAM 1TB SSD 14 Inch FHD Display Grey & AniMe Matrix Gaming Laptop, 33.02.006.1262,Core i7,Not Applicable,32GB,512GB SSD,6GB,14,0 
MSI Stealth 15M A11UEK Intel Core i7 11375H 16GB RAM 512GB SSD 15.6 Inch FHD Display Carbon Grey Gaming Laptop, 33.02.033.1143,Core i5,11th (Intel),16GB,512GB SSD,6GB,15.6,0 
"MSI GF65 Thin 10UE Intel Core i7 10750H 8GB RAM 512GB SSD, No-ODD 15.6 Inch FHD Display Black Gaming Laptop", 33.02.033.1146,Core i3,10th (Intel),8GB,512GB SSD,6GB,15.6,0 
MSI GF65 Thin 10UE Intel Core i5 10500H 16GB RAM 512GB SSD 15.6 Inch FHD Display Carbon Grey Gaming Laptop, 33.02.033.1147,Intel Celeron,10th (Intel),16GB,512GB SSD,6GB,15.6,0 
MSI Modern 14 B10MW Intel Core i3 10110U 8GB RAM 512GB SSD 14 Inch FHD Display Carbon Gray Laptop, 33.01.033.1148,Intel Pentium,10th (Intel),8GB,1TB HDD,Shared,14,0 
HP 15s-du1087TU Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch FHD Display Silver Laptop, 33.01.020.1286,Ryzen 3,Not Applicable,4GB,1TB HDD,Shared,15.6,0 
HP 15s-du1088TU Intel PQC Silver N5030 4GB RAM 1TB HDD 15.6 Inch FHD Display Silver Laptop, 33.01.020.1287,Core i7,Not Applicable,4GB,512GB SSD,Shared,15.6,0 
HP 15s-eq1167AU AMD Ryzen 3 4300U 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop, 33.01.020.1288,Core i5,Not Applicable,8GB,512GB SSD,Shared,15.6,0 
HP ProBook 450 G8 Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop, 33.01.020.1289,Core i5,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
HP ProBook 450 G8 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop, 33.01.020.1290,AMD Athlon,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
Avita LIBER V Intel Core i5 10210U 8GB RAM 512GB SSD 14 Inch FHD Display Champagne Gold Laptop, 33.01.780.40,Core i3,10th (Intel),8GB,1TB HDD,Shared,14,0 
Dell Inspiron 15-3505 AMD Athlon Silver 3050U 4GB RAM 1TB HDD 15.6 Inch HD Display Silver (Soft Mint) Laptop, 33.01.013.1393,Core i3,Not Applicable,4GB,1TB HDD,Shared,15.6,0 
Dell Inspiron 15 3501 Intel Core i3 1005G1 4GB RAM 1TB HDD 15.6 Inch HD Display Black Laptop, 33.01.013.1398,Core i5,10th (Intel),4GB,1TB HDD,Shared,15.6,0 
Dell Inspiron 15 3501 Intel Core i3 1005G1 4GB RAM 1TB HDD 15.6 Inch HD Display Silver (Soft Mint) Laptop, 33.01.013.1399,Core i5,10th (Intel),4GB,512GB SSD,Shared,15.6,0 
Asus VivoBook S14 S433EA Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Display Gaia Green Laptop, 33.01.006.1266,Core i7,11th (Intel),8GB,512GB SSD,Shared,14,0 
Dell Inspiron 15-5502 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display River Rock Laptop, 33.01.013.1394,Ryzen 3,11th (Intel),8GB,1TB SSD,2GB,15.6,0 
Lenovo Yoga Slim 7i Carbon 13ITL5 Intel Core i7 1165G7 8GB RAM 1TB SSD 13.3 Inch QHD Display Moon White Laptop, 33.03.200.862,Ryzen 3,11th (Intel),8GB,1TB HDD,Shared,13.3,0 
Dell Inspiron 15-3505 AMD Ryzen 3 3250U 4GB RAM 1TB HDD 15.6 Inch FHD Display Black Laptop, 33.01.013.1404,Ryzen 3,Not Applicable,4GB,1TB HDD,Shared,15.6,0 
Dell Inspiron 15-3505 AMD Ryzen 3 3250U 4GB RAM 1TB HDD 15.6 Inch FHD Display Silver (Soft Mint) Laptop, 33.01.013.1405,Core i7,Not Applicable,4GB,1TB HDD,Shared,15.6,0 
"Dell Inspiron 15-3505 AMD Ryzen 3 3250U 4GB RAM, 1TB HDD 15.6 Inch FHD Display Quarry Blue Laptop", 33.01.013.1407,Core i7,Not Applicable,4GB,512GB SSD,Shared,15.6,0 
Dell G5 15-5500 Intel Core i7 10750H 16GB RAM 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop, 33.02.013.1422,Core i7,10th (Intel),16GB,1TB SSD,6GB,15.6,0 
Dell G5 15-5500 Intel Core i7 10750H 16GB RAM 1TB SSD 15.6 Inch FHD Display Black Gaming Laptop, 33.02.013.1423,Ryzen 5,10th (Intel),16GB,512GB SSD,8GB,15.6,0 
Dell G7 15-7500 Intel Core i7 10750H 16GB RAM 512GB SSD 15.6 Inch FHD Display Mineral Black Gaming Laptop, 33.02.013.1424,Ryzen 5,10th (Intel),16GB,512GB SSD,6GB,15.6,0 
Dell Inspiron 15-3505 AMD Ryzen 5 3500U 8GB RAM 512GB SSD 15.6 Inch FHD Display Black Laptop, 33.01.013.1408,Core i7,Not Applicable,8GB,512GB SSD,Shared,15.6,0 
Dell Inspiron 15-3505 AMD Ryzen 5 3500U 8GB RAM 512GB SSD 15.6 Inch FHD Display Soft Mint Laptop, 33.01.013.1409,Core i7,Not Applicable,8GB,512GB SSD,Shared,15.6,0 
Dell XPS 15 9500 Intel Core i7 10750H 16GB RAM 512GB SSD 15.6 Inch FHD+ Display Platinum Silver Laptop, 33.03.013.1426,Apple M1,10th (Intel),16GB,512GB SSD,4GB,15.6,0 
HP ProBook 440 G8 Intel Core i7 1165G7 8GB RAM 512GB SSD 14 Inch FHD Display Silver Laptop, 33.01.020.1291,Intel Celeron,11th (Intel),8GB,1TB SSD,Shared,14,0 
Apple MacBook Pro Late 2020 Apple M1 Chip 16GB RAM 1TB SSD 13.3 Inch Retina Display Space Gray Laptop, 33.03.005.209,Intel Celeron,Not Applicable,16GB,128GB SSD,Shared,13.3,0 
Chuwi HeroBook Pro+ Intel CQC J3455 8GB RAM 128GB SSD 13.3 Inch 3K QHD+ IPS Display Space Grey Laptop, 33.01.767.12,AMD Athlon,Not Applicable,8GB,256GB SSD,Shared,13.3,0 
Chuwi HeroBook Pro+ Intel CQC J3455 8GB LAN 256GB SSD 13.3 Inch 3K QHD+ IPS Display Space Grey Laptop, 33.01.767.13,Ryzen 5,Not Applicable,8GB,256GB SSD,Shared,13.3,0 
Acer Spin 3 SP314-21N-R4YU AMD Athlon Silver 3050U 4GB 256GB SSD 14 Inch FHD IPS Touch Display Silver 2 in 1 Laptop, 33.03.002.903,Core i3,Not Applicable,4GB,512GB SSD,Shared,14,0 
Dell Inspiron 15-3505 AMD Ryzen 5 3500U 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop, 33.01.013.1427,Core i3,Not Applicable,8GB,1TB HDD,Shared,15.6,0 
Dell Inspiron 15 3501 Intel Core i3 1115G4 4GB RAM 1TB HDD 15.6 Inch FHD Display Black Laptop, 33.01.013.1428,Core i5,11th (Intel),4GB,1TB HDD,Shared,15.6,0 
Dell Inspiron 15 3501 Intel Core i3 1115G4 15.6 Inch FHD Display Silver Soft Mint Laptop, 33.01.013.1429,Core i3,11th (Intel),4GB,1TB HDD,Shared,15.6,0 
Dell Inspiron 15 3501 11th Gen Intel Core i5 1135G7 15.6 Inch FHD Display Win 10 Black Laptop #BULLN315TGL2105115B-2Y, 33.01.013.1430,Ryzen 5,11th (Intel),4GB,1TB HDD,2GB,15.6,0 
Dell Inspiron 15 3501 Intel Core i3 1115G4 4GB RAM 1TB HDD 15.6 Inch FHD Display Blue Laptop, 33.01.013.1437,Ryzen 7,11th (Intel),4GB,512GB SSD,Shared,15.6,0 
Dell Inspiron 15-3505 AMD Ryzen 5 3500U 8GB RAM 512GB SSD 15.6 Inch FHD Display Blue Laptop, 33.01.013.1433,Ryzen 7,Not Applicable,8GB,512GB SSD,Shared,15.6,0 
Dell Inspiron 15-3505 AMD Ryzen 7 3700U 8GB RAM 512GB SSD 15.6 Inch FHD Display Black Laptop, 33.01.013.1434,Ryzen 7,Not Applicable,8GB,512GB SSD,Shared,15.6,0 
Dell Inspiron 15-3505 AMD Ryzen 7 3700U 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop, 33.01.013.1435,Core i3,Not Applicable,8GB,512GB SSD,Shared,15.6,0 
Dell Inspiron 15-3505 AMD Ryzen 7 3700U 8GB RAM 512GB SSD 15.6 Inch FHD Display Blue Laptop, 33.01.013.1436,Core i5,Not Applicable,8GB,1TB HDD,Shared,15.6,0 
Dell Inspiron 15 3501 Intel Core i3 1115G4 4GB RAM 1TB HDD 15.6 Inch FHD Display White Laptop, 33.01.013.1438,Core i5,11th (Intel),4GB,1TB HDD,Shared,15.6,0 
Dell Inspiron 15 3501 Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD Display Silver Laptop, 33.01.013.1439,Core i7,11th (Intel),4GB,1TB HDD,Shared,15.6,0 
Dell Inspiron 15 3501 Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD Display Blue Laptop, 33.01.013.1440,Core i7,11th (Intel),4GB,512GB SSD,Shared,15.6,0 
Dell Inspiron 15 3501 Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Black Laptop, 33.01.013.1442,Core i5,11th (Intel),8GB,512GB SSD,2GB,15.6,0 
Dell Inspiron 15 3501 Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop, 33.01.013.1443,Core i5,11th (Intel),8GB,1TB HDD,2GB,15.6,0 
Dell Inspiron 15 3501 Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD Display Silver Soft Mint Laptop, 33.01.013.1444,Core i5,11th (Intel),4GB,512GB SSD,2GB,15.6,0 
Dell Inspiron 15 3501 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Black Laptop, 33.01.013.1445,Ryzen 5,11th (Intel),8GB,512GB SSD,2GB,15.6,0 
Dell Inspiron 15 3501 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Soft Mint Laptop, 33.01.013.1446,Ryzen 5,11th (Intel),8GB,512GB SSD,2GB,15.6,0 
HP 15s-eq1172AU AMD Ryzen 5 4500U 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop, 33.01.020.1296,Core i7,Not Applicable,8GB,512GB SSD,Shared,15.6,0 
HP 15s-eq1173AU AMD Ryzen 5 4500U 8GB RAM 512GB SSD 15.6 Inch FHD Display Gold Laptop, 33.01.020.1297,Intel Celeron,Not Applicable,8GB,1TB SSD,Shared,15.6,0 
HP OMEN 15-ek0101TX Intel Core i7 10750H 16GB RAM 1TB SSD 15.6 Inch FHD Display Shadow Black Gaming Laptop, 33.02.020.1299,Core i5,10th (Intel),16GB,1TB HDD,6GB,15.6,0 
HP 15s-du1086TU Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch FHD Display Black Laptop, 33.01.020.1303,Core i7,Not Applicable,4GB,512GB SSD,Shared,15.6,0 
Asus ZenBook Duo UX482EA Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Touch Display Celestial Blue Laptop, 33.03.006.1272,Core i5,11th (Intel),8GB,512GB SSD,Shared,14,0 
Asus ZenBook Duo UX482EA Intel Core i7 1165G7 16GB RAM 512GB SSD 14 Inch FHD Touch Display Celestial Blue Laptop #KA161T/HY006T-UX482EA, 33.03.006.1271,Core i5,11th (Intel),16GB,1TB HDD,Shared,14,0 
Dell Inspiron 15 3501 Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD Display Black Laptop, 33.01.013.1452,Core i3,11th (Intel),4GB,1TB SSD,Shared,15.6,0 
MSI Summit B14 A11MOT Intel Core i5 1135G7 16GB RAM 1TB SSD 14 Inch FHD Touch Display Ink Black Laptop, 33.01.033.1150,SQ1,11th (Intel),16GB,256GB SSD,Shared,14,0 
Dell Inspiron 15 3501 Intel Core i3 1115G4 4GB RAM 256GB SSD 15.6 Inch FHD Display Silver Soft Mint Laptop, 33.01.013.1454,Core i5,11th (Intel),4GB,512GB SSD,Shared,15.6,0 
Microsoft Surface Pro X LTE Microsoft SQ1 16GB RAM 512GB SSD 13 Inch PixelSense MultiTouch Display Black 2-in-1 Detachable Laptop, 33.03.191.206,Core i5,Not Applicable,16GB,512GB SSD,Shared,13,0 
Asus Zenbook Flip 13 UX363EA Intel Core i5 1135G7 8GB RAM 512GB SSD 13.3 Inch FHD Touch Display Pine Grey Laptop, 33.03.006.1280,SQ2,11th (Intel),8GB,512GB SSD,Shared,13.3,0 
Asus VivoBook 15 X512JP Intel Core i5 1035G1 4GB RAM 512GB SSD 15.6 Inch FHD Display Slate Grey Laptop, 33.01.006.1289,Core i3,10th (Intel),4GB,256GB SSD,2GB,15.6,0 
Microsoft Surface Pro X LTE Microsoft SQ2 16GB RAM 256GB SSD 13 Inch PixelSense MultiTouch Display Matte Black 2-in-1 Detachable Laptop, 33.03.191.205,Core i3,Not Applicable,16GB,512GB SSD,Shared,13,0 
